WAE,9
WAG,2
WAT,2
WAW,10
WDH,10
WEF,7
WEH,7
WEI,3
WGA,4
WHK,2
WIC,4
WIL,3
WJU,7
WKA,1
WKJ,4
WLG,4
WLS,5
WNH,6
WNP,2
WNZ,6
WRE,1
WRG,4
WRO,6
WST,1
WSY,2
WSZ,2
WUA,6
WUH,10
WUS,5
WUX,9
WUZ,4
WVB,5
WXN,8
WYA,3
XBE,1
XCR,10
XFN,6
XGR,1
XIC,10
XIL,4
XIY,8
XKH,2
XKS,1
XLB,1
XLS,4
XMN,10
XNA,7
XNN,8
XQP,1
XRY,6
XSI,1
XUZ,10
YAA,1
YAB,1
YAC,1
YAG,2
YAK,6
YAM,4
YAM,4
YAP,4
YAT,1
YAX,1
YAY,1
YAZ,3
YBB,2
YBC,4
YBE,1
YBG,9
YBK,2
YBL,3
YBP,5
YBR,4
YBT,1
YBX,2
YCB,3
YCD,5
YCG,3
YCH,6
YCL,4
YCN,2
YCO,2
YCQ,2
YCR,1
YCS,1
YCU,8
YCY,1
YDA,2
YDF,4
YDN,3
YDQ,3
YEG,10
YEI,8
YEK,1
YEL,2
YER,1
YET,4
YEV,4
YEY,3
YFA,1
YFB,7
YFC,6
YFD,3
YFH,1
YFO,3
YFS,4
YGH,1
YGK,3
YGL,4
YGO,1
YGP,2
YGR,2
YGT,1
YGV,2
YGW,2
YGX,2
YHD,4
YHI,2
YHK,2
YHM,9
YHP,1
YHR,2
YHU,6
YHY,4
YHZ,7
YIF,2
YIH,7
YIK,1
YIN,6
YIO,1
YIV,1
YIW,6
YJT,9
YKA,6
YKF,5
YKG,1
YKM,6
YKQ,1
YKS,10
YKU,1
YLH,1
YLL,3
YLW,7
YMA,2
YMM,4
YMO,1
YMT,4
YNA,2
YNB,9
YNC,1
YNE,1
YNG,7
YNJ,7
YNL,2
YNM,3
YNO,1
YNS,2
YNT,7
YNZ,5
YOA,2
YOC,2
YOG,1
YOH,1
YOJ,3
YOL,8
YOP,2
YOW,9
YPA,3
YPC,1
YPE,3
YPH,1
YPJ,1
YPL,2
YPM,1
YPO,1
YPR,4
YPW,1
YPY,3
YQA,4
YQB,7
YQC,1
YQD,4
YQF,3
YQG,7
YQI,4
YQK,4
YQL,4
YQM,6
YQN,1
YQQ,9
YQR,6
YQT,4
YQU,4
YQX,9
YQY,5
YQZ,3
YRB,2
YRF,1
YRJ,3
YRL,3
YRQ,7
YRS,1
YRT,4
YSB,5
YSF,3
YSJ,5
YSK,1
YSL,1
YSM,4
YST,1
YSY,1
YTE,1
YTF,2
YTH,4
YTL,1
YTQ,1
YTS,4
YTZ,1
YUB,2
YUD,1
YUL,10
YUM,10
YUT,1
YUX,2
YUY,6
YVB,4
YVC,3
YVO,9
YVP,4
YVQ,4
YVR,10
YVZ,1
YWG,10
YWJ,1
YWK,4
YWL,5
YWP,1
YXC,6
YXE,7
YXH,3
YXJ,5
YXL,3
YXN,1
YXR,4
YXS,10
YXT,6
YXU,7
YXX,8
YXY,8
YYB,9
YYC,10
YYD,3
YYE,4
YYF,4
YYG,5
YYH,1
YYJ,5
YYL,3
YYQ,8
YYR,10
YYT,7
YYU,3
YYY,4
YYZ,10
YZF,6
YZG,1
YZH,3
YZP,3
YZR,3
YZS,2
YZT,3
YZU,4
YZV,4
ZAC,1
ZAD,6
ZAG,10
ZAJ,4
ZAL,5
ZAM,7
ZAT,7
ZAZ,10
ZBF,2
ZCL,8
ZCO,4
ZEM,1
ZFD,1
ZFM,1
ZGI,1
ZHA,6
ZHY,8
ZIH,6
ZKE,1
ZLO,5
ZMT,3
ZNE,5
ZNZ,6
ZOS,4
ZPB,1
ZQN,4
ZQW,8
ZRH,10
ZRJ,1
ZSA,6
ZSE,5
ZSJ,1
ZTH,5
ZTM,1
ZUH,10
ZUM,3
ZVK,3
ZWL,1
ZYL,9
